source_id,label,original_label,frame_number,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,stance_width_normalized,wrist_span_normalized,torso_incline_angle,leg_incline_angle,left_arm_elevation,right_arm_elevation,left_hip_line_deviation,right_hip_line_deviation
plank_test,plank,C,122,114.648327,112.2084141,172.4632509,174.1206275,155.1409926,147.6589797,0.596482574,1.777524737,85.04200742,69.46504441,6.526120097,6.98014468,1.671254429,2.471496335
plank_test,plank,C,123,117.1076338,112.3900275,170.4883873,173.4260815,154.1921417,147.1934825,0.627355938,1.763787312,84.75543525,69.68482066,5.725699321,6.303445405,1.535751817,2.279487799
plank_test,plank,C,124,116.6132577,111.9993891,170.3227339,173.2831649,153.8377426,146.9906126,0.636625155,1.709741182,84.53236153,69.70791531,5.595615345,6.106509807,1.518016735,2.233944947
plank_test,plank,C,125,113.7722893,110.6036729,169.8734374,172.7764289,152.7463881,146.0329781,0.713395201,1.682562536,84.16983724,69.30437756,6.006456731,6.431123338,1.659441361,2.403267643
plank_test,plank,C,126,111.3489229,110.3831818,169.9143151,172.3406896,151.7555744,144.2549353,0.821985057,1.754440416,83.55535272,68.6405019,6.748454812,7.167803657,1.918688023,2.799334912
plank_test,plank,C,127,111.3759956,111.0671274,169.9823466,172.2165128,151.1902096,142.1989695,0.857774308,1.817033892,82.62927977,68.24325997,7.357471681,7.796057406,2.13090854,3.227312893
plank_test,plank,C,128,111.6187465,112.3098066,169.3337823,172.4612552,149.853342,140.0879038,0.703165722,1.922820266,80.96906421,68.13899069,7.630601563,8.229054977,2.363108789,3.659385989
plank_test,plank,C,129,113.0974682,113.9043543,169.1967327,172.7680769,149.5023177,139.7058714,0.7249301,2.065290122,80.67426354,67.98702253,7.915901309,8.682426854,2.506562665,3.895298904
plank_test,plank,C,130,108.485138,114.0642968,170.1069452,173.8639942,150.740308,140.3923401,0.836675837,2.506878711,81.03343834,68.08887211,7.800268578,9.054136072,2.502405676,4.014603851
plank_test,plank,C,131,107.0008035,113.906622,170.9892691,176.3503736,152.7140637,146.5986964,0.844384054,2.65260601,83.26724057,69.24897405,7.495478582,8.923125683,2.29780474,3.378342484
plank_test,plank,C,132,102.9664522,113.6837026,172.8975142,175.1883279,159.9480164,149.9723591,0.892173078,2.931442255,86.33711946,71.25754242,8.094211298,9.828154862,1.808291706,3.212951673
plank_test,plank,C,133,102.7479917,112.7638146,172.3274549,174.5515646,161.2506302,152.9320916,0.827442387,2.617111818,87.81933503,72.22877307,7.812183307,9.198420829,1.52522357,2.635518087
plank_test,plank,C,134,101.4755285,113.1918375,171.4118827,172.9565377,161.8414981,153.9748632,0.753893975,2.388553291,88.44630583,73.03635115,6.573400339,7.755785827,1.213714865,2.080120413
plank_test,plank,C,135,104.4471826,113.49153,172.5012096,174.2960313,163.7094641,156.5248484,0.709346509,2.085793762,89.45592544,73.69538867,5.883444569,6.758899542,0.96580484,1.676910339
plank_test,plank,C,136,106.5759159,112.6530601,172.6123768,175.4964971,164.8662608,157.9290742,0.594777407,1.924124107,89.81824193,73.93515162,5.652360683,6.379200047,0.83418385,1.520439341
plank_test,plank,C,137,106.6963053,111.2157068,173.2754013,175.9351389,164.2173124,157.424999,0.582887836,1.825216857,89.84500662,73.43157973,5.767227292,6.40040797,0.908212547,1.584419995
plank_test,plank,C,138,110.1120992,111.1830923,172.4412342,176.4379447,161.5205092,156.1545551,0.547884766,1.627724733,88.81416728,72.55643573,5.47643398,5.898798133,1.006493419,1.589416376
